"ensembl_gene_id" "external_gene_name" "entrezgene" "description" "percentage_gc_content" "chromosome_name"
"1" "ENSG00000000938" "FGR" 2268 "FGR proto-oncogene, Src family tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:3697]" 52.97 "1"
"2808" "ENSG00000143653" "SCCPDH" 51097 "saccharopine dehydrogenase (putative) [Source:HGNC Symbol;Acc:HGNC:24275]" 41.94 "1"
"2809" "ENSG00000143669" "LYST" 1130 "lysosomal trafficking regulator [Source:HGNC Symbol;Acc:HGNC:1968]" 37.77 "1"
"2810" "ENSG00000143727" "ACP1" 52 "acid phosphatase 1, soluble [Source:HGNC Symbol;Acc:HGNC:122]" 42.67 "2"
"2811" "ENSG00000143742" "SRP9" 6726 "signal recognition particle 9kDa [Source:HGNC Symbol;Acc:HGNC:11304]" 40.6 "1"
"2812" "ENSG00000143753" "DEGS1" 8560 "delta(4)-desaturase, sphingolipid 1 [Source:HGNC Symbol;Acc:HGNC:13709]" 46.06 "1"
"2813" "ENSG00000143761" "ARF1" 375 "ADP-ribosylation factor 1 [Source:HGNC Symbol;Acc:HGNC:652]" 52.33 "1"
"2814" "ENSG00000143772" "ITPKB" 3707 "inositol-trisphosphate 3-kinase B [Source:HGNC Symbol;Acc:HGNC:6179]" 49.82 "1"
"2815" "ENSG00000143774" "GUK1" 2987 "guanylate kinase 1 [Source:HGNC Symbol;Acc:HGNC:4693]" 61.76 "1"
"2816" "ENSG00000143776" "CDC42BPA" 8476 "CDC42 binding protein kinase alpha (DMPK-like) [Source:HGNC Symbol;Acc:HGNC:1737]" 36.66 "1"
"2817" "ENSG00000143799" "PARP1" 142 "poly (ADP-ribose) polymerase 1 [Source:HGNC Symbol;Acc:HGNC:270]" 46.8 "1"
"2818" "ENSG00000143815" "LBR" 3930 "lamin B receptor [Source:HGNC Symbol;Acc:HGNC:6518]" 41.69 "1"
"2819" "ENSG00000143819" "EPHX1" 2052 "epoxide hydrolase 1, microsomal (xenobiotic) [Source:HGNC Symbol;Acc:HGNC:3401]" 50.76 "1"
"2820" "ENSG00000143842" "SOX13" 9580 "SRY (sex determining region Y)-box 13 [Source:HGNC Symbol;Acc:HGNC:11192]" 51.76 "1"
"2821" "ENSG00000143847" "PPFIA4" 8497 "protein tyrosine phosphatase, receptor type, f polypeptide (PTPRF), interacting protein (liprin), alpha 4 [Source:HGNC Symbol;Acc:HGNC:9248]" 52.65 "1"
"2822" "ENSG00000143850" "PLEKHA6" 22874 "pleckstrin homology domain containing, family A member 6 [Source:HGNC Symbol;Acc:HGNC:17053]" 48.91 "1"
"2823" "ENSG00000143862" "ARL8A" 127829 "ADP-ribosylation factor-like 8A [Source:HGNC Symbol;Acc:HGNC:25192]" 53.33 "1"
"2824" "ENSG00000143870" "PDIA6" 10130 "protein disulfide isomerase family A, member 6 [Source:HGNC Symbol;Acc:HGNC:30168]" 46.27 "2"
"2825" "ENSG00000143878" "RHOB" 388 "ras homolog family member B [Source:HGNC Symbol;Acc:HGNC:668]" 57.34 "2"
"2826" "ENSG00000143924" "EML4" 27436 "echinoderm microtubule associated protein like 4 [Source:HGNC Symbol;Acc:HGNC:1316]" 38.02 "2"
"2827" "ENSG00000143933" "CALM2" 805 "calmodulin 2 (phosphorylase kinase, delta) [Source:HGNC Symbol;Acc:HGNC:1445]" 39.71 "2"
"2828" "ENSG00000143947" "RPS27A" 6233 "ribosomal protein S27a [Source:HGNC Symbol;Acc:HGNC:10417]" 45.81 "2"
"2829" "ENSG00000143995" "MEIS1" 4211 "Meis homeobox 1 [Source:HGNC Symbol;Acc:HGNC:7000]" 39.2 "2"
"2830" "ENSG00000144028" "SNRNP200" 23020 "small nuclear ribonucleoprotein 200kDa (U5) [Source:HGNC Symbol;Acc:HGNC:30859]" 47.58 "2"
"2831" "ENSG00000144036" "EXOC6B" 23233 "exocyst complex component 6B [Source:HGNC Symbol;Acc:HGNC:17085]" 37.12 "2"
"2832" "ENSG00000144040" "SFXN5" 94097 "sideroflexin 5 [Source:HGNC Symbol;Acc:HGNC:16073]" 49.36 "2"
"2833" "ENSG00000144043" "TEX261" 113419 "testis expressed 261 [Source:HGNC Symbol;Acc:HGNC:30712]" 52.63 "2"
"2834" "ENSG00000144063" "MALL" 7851 "mal, T-cell differentiation protein-like [Source:HGNC Symbol;Acc:HGNC:6818]" 47.33 "2"
"2835" "ENSG00000144118" "RALB" 5899 "v-ral simian leukemia viral oncogene homolog B [Source:HGNC Symbol;Acc:HGNC:9840]" 46.37 "2"
"2836" "ENSG00000144136" "SLC20A1" 6574 "solute carrier family 20 (phosphate transporter), member 1 [Source:HGNC Symbol;Acc:HGNC:10946]" 42.45 "2"
"2837" "ENSG00000144224" "UBXN4" 23190 "UBX domain protein 4 [Source:HGNC Symbol;Acc:HGNC:14860]" 39.83 "2"
"2838" "ENSG00000144283" "PKP4" 8502 "plakophilin 4 [Source:HGNC Symbol;Acc:HGNC:9026]" 38.59 "2"
"2839" "ENSG00000144357" "UBR3" 130507 "ubiquitin protein ligase E3 component n-recognin 3 (putative) [Source:HGNC Symbol;Acc:HGNC:30467]" 36.88 "2"
"2840" "ENSG00000144381" "HSPD1" 3329 "heat shock 60kDa protein 1 (chaperonin) [Source:HGNC Symbol;Acc:HGNC:5261]" 42.78 "2"
"2841" "ENSG00000144476" "ACKR3" 57007 "atypical chemokine receptor 3 [Source:HGNC Symbol;Acc:HGNC:23692]" 50.01 "2"
"2842" "ENSG00000144567" "FAM134A" 79137 "family with sequence similarity 134, member A [Source:HGNC Symbol;Acc:HGNC:28450]" 53.85 "2"
"2843" "ENSG00000144579" "CTDSP1" 58190 "CTD (carboxy-terminal domain, RNA polymerase II, polypeptide A) small phosphatase 1 [Source:HGNC Symbol;Acc:HGNC:21614]" 63.19 "2"
"2844" "ENSG00000144655" "CSRNP1" 64651 "cysteine-serine-rich nuclear protein 1 [Source:HGNC Symbol;Acc:HGNC:14300]" 55.85 "3"
"2845" "ENSG00000144674" "GOLGA4" 2803 "golgin A4 [Source:HGNC Symbol;Acc:HGNC:4427]" 37.82 "3"
"2846" "ENSG00000144677" "CTDSPL" 10217 "CTD (carboxy-terminal domain, RNA polymerase II, polypeptide A) small phosphatase-like [Source:HGNC Symbol;Acc:HGNC:16890]" 42.29 "3"
"2847" "ENSG00000144711" "IQSEC1" 9922 "IQ motif and Sec7 domain 1 [Source:HGNC Symbol;Acc:HGNC:29112]" 54.36 "3"
"2848" "ENSG00000144713" "RPL32" 6161 "ribosomal protein L32 [Source:HGNC Symbol;Acc:HGNC:10336]" 47.4 "3"
"2849" "ENSG00000144724" "PTPRG" 5793 "protein tyrosine phosphatase, receptor type, G [Source:HGNC Symbol;Acc:HGNC:9671]" 40.79 "3"
"2850" "ENSG00000144746" "ARL6IP5" 10550 "ADP-ribosylation factor-like 6 interacting protein 5 [Source:HGNC Symbol;Acc:HGNC:16937]" 42.5 "3"
"2851" "ENSG00000144747" "TMF1" 7110 "TATA element modulatory factor 1 [Source:HGNC Symbol;Acc:HGNC:11870]" 36.59 "3"
"2852" "ENSG00000144791" "LIMD1" 8994 "LIM domains containing 1 [Source:HGNC Symbol;Acc:HGNC:6612]" 46.55 "3"
"2853" "ENSG00000144802" "NFKBIZ" 64332 "nuclear factor of kappa light polypeptide gene enhancer in B-cells inhibitor, zeta [Source:HGNC Symbol;Acc:HGNC:29805]" 40.23 "3"
"2854" "ENSG00000144810" "COL8A1" 1295 "collagen, type VIII, alpha 1 [Source:HGNC Symbol;Acc:HGNC:2215]" 38.48 "3"
"2855" "ENSG00000144824" "PHLDB2" 90102 "pleckstrin homology-like domain, family B, member 2 [Source:HGNC Symbol;Acc:HGNC:29573]" 38.78 "3"
"2856" "ENSG00000144895" "EIF2A" 83939 "eukaryotic translation initiation factor 2A, 65kDa [Source:HGNC Symbol;Acc:HGNC:3254]" 37.58 "3"
"2857" "ENSG00000144908" "ALDH1L1" 10840 "aldehyde dehydrogenase 1 family, member L1 [Source:HGNC Symbol;Acc:HGNC:3978]" 47.42 "3"
"2858" "ENSG00000145012" "LPP" 4026 "LIM domain containing preferred translocation partner in lipoma [Source:HGNC Symbol;Acc:HGNC:6679]" 39.17 "3"
"2859" "ENSG00000145016" "KIAA0226" 9711 "KIAA0226 [Source:HGNC Symbol;Acc:HGNC:28991]" 45.87 "3"
"2860" "ENSG00000145191" "EIF2B5" 8893 "eukaryotic translation initiation factor 2B, subunit 5 epsilon, 82kDa [Source:HGNC Symbol;Acc:HGNC:3261]" 50.19 "3"
"2861" "ENSG00000145284" "SCD5" 79966 "stearoyl-CoA desaturase 5 [Source:HGNC Symbol;Acc:HGNC:21088]" 43.57 "4"
"2862" "ENSG00000145349" "CAMK2D" 817 "calcium/calmodulin-dependent protein kinase II delta [Source:HGNC Symbol;Acc:HGNC:1462]" 35.99 "4"
"2863" "ENSG00000145362" "ANK2" 287 "ankyrin 2, neuronal [Source:HGNC Symbol;Acc:HGNC:493]" 37.08 "4"
"2864" "ENSG00000145390" "USP53" 54532 "ubiquitin specific peptidase 53 [Source:HGNC Symbol;Acc:HGNC:29255]" 36.03 "4"
"2865" "ENSG00000145391" "SETD7" 80854 "SET domain containing (lysine methyltransferase) 7 [Source:HGNC Symbol;Acc:HGNC:30412]" 42.84 "4"
"2866" "ENSG00000145423" "SFRP2" 6423 "secreted frizzled-related protein 2 [Source:HGNC Symbol;Acc:HGNC:10777]" 42.85 "4"
"2867" "ENSG00000145425" "RPS3A" 6189 "ribosomal protein S3A [Source:HGNC Symbol;Acc:HGNC:10421]" 41.56 "4"
"2868" "ENSG00000145495" "MARCH6" 10299 "membrane-associated ring finger (C3HC4) 6, E3 ubiquitin protein ligase [Source:HGNC Symbol;Acc:HGNC:30550]" 39.32 "5"
"2869" "ENSG00000145555" "MYO10" 4651 "myosin X [Source:HGNC Symbol;Acc:HGNC:7593]" 44.1 "5"
"2870" "ENSG00000145592" "RPL37" 6167 "ribosomal protein L37 [Source:HGNC Symbol;Acc:HGNC:10347]" 42.83 "5"
"2871" "ENSG00000145623" "OSMR" 9180 "oncostatin M receptor [Source:HGNC Symbol;Acc:HGNC:8507]" 40.64 "5"
"2872" "ENSG00000145632" "PLK2" 10769 "polo-like kinase 2 [Source:HGNC Symbol;Acc:HGNC:19699]" 42.35 "5"
"2873" "ENSG00000145675" "PIK3R1" 5295 "phosphoinositide-3-kinase, regulatory subunit 1 (alpha) [Source:HGNC Symbol;Acc:HGNC:8979]" 39.22 "5"
"2874" "ENSG00000145715" "RASA1" 5921 "RAS p21 protein activator (GTPase activating protein) 1 [Source:HGNC Symbol;Acc:HGNC:9871]" 35.77 "5"
"2875" "ENSG00000145730" "PAM" 5066 "peptidylglycine alpha-amidating monooxygenase [Source:HGNC Symbol;Acc:HGNC:8596]" 35.92 "5"
"2876" "ENSG00000145741" "BTF3" 689 "basic transcription factor 3 [Source:HGNC Symbol;Acc:HGNC:1125]" 38.63 "5"
"2877" "ENSG00000145819" "ARHGAP26" 23092 "Rho GTPase activating protein 26 [Source:HGNC Symbol;Acc:HGNC:17073]" 42.17 "5"
"2878" "ENSG00000145824" "CXCL14" 9547 "chemokine (C-X-C motif) ligand 14 [Source:HGNC Symbol;Acc:HGNC:10640]" 52.05 "5"
"2879" "ENSG00000145833" "DDX46" 9879 "DEAD (Asp-Glu-Ala-Asp) box polypeptide 46 [Source:HGNC Symbol;Acc:HGNC:18681]" 42.1 "5"
"2880" "ENSG00000145860" "RNF145" 153830 "ring finger protein 145 [Source:HGNC Symbol;Acc:HGNC:20853]" 36.97 "5"
"2881" "ENSG00000145901" "TNIP1" 10318 "TNFAIP3 interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:16903]" 50.01 "5"
"2882" "ENSG00000145907" "G3BP1" 10146 "GTPase activating protein (SH3 domain) binding protein 1 [Source:HGNC Symbol;Acc:HGNC:30292]" 39.44 "5"
"2883" "ENSG00000145920" "CPLX2" 10814 "complexin 2 [Source:HGNC Symbol;Acc:HGNC:2310]" 50.92 "5"
"2884" "ENSG00000145936" "KCNMB1" 3779 "potassium channel subfamily M regulatory beta subunit 1 [Source:HGNC Symbol;Acc:HGNC:6285]" 49.36 "5"
"2885" "ENSG00000145990" "GFOD1" 54438 "glucose-fructose oxidoreductase domain containing 1 [Source:HGNC Symbol;Acc:HGNC:21096]" 44.97 "6"
"2886" "ENSG00000146007" "ZMAT2" 153527 "zinc finger, matrin-type 2 [Source:HGNC Symbol;Acc:HGNC:26433]" 43.7 "5"
"2887" "ENSG00000146063" "TRIM41" 90933 "tripartite motif containing 41 [Source:HGNC Symbol;Acc:HGNC:19013]" 52.09 "5"
"2888" "ENSG00000146067" "FAM193B" 54540 "family with sequence similarity 193, member B [Source:HGNC Symbol;Acc:HGNC:25524]" 49.94 "5"
"2889" "ENSG00000146083" "RNF44" 22838 "ring finger protein 44 [Source:HGNC Symbol;Acc:HGNC:19180]" 60.11 "5"
"2890" "ENSG00000146112" "PPP1R18" 170954 "protein phosphatase 1, regulatory subunit 18 [Source:HGNC Symbol;Acc:HGNC:29413]" 56.1 "6"
"2891" "ENSG00000146122" "DAAM2" 23500 "dishevelled associated activator of morphogenesis 2 [Source:HGNC Symbol;Acc:HGNC:18143]" 47.58 "6"
"2892" "ENSG00000146223" "RPL7L1" 285855 "ribosomal protein L7-like 1 [Source:HGNC Symbol;Acc:HGNC:21370]" 46.45 "6"
"2893" "ENSG00000146247" "PHIP" 55023 "pleckstrin homology domain interacting protein [Source:HGNC Symbol;Acc:HGNC:15673]" 34.29 "6"
"2894" "ENSG00000146278" "PNRC1" 10957 "proline-rich nuclear receptor coactivator 1 [Source:HGNC Symbol;Acc:HGNC:17278]" 48.53 "6"
"2895" "ENSG00000146425" "DYNLT1" 6993 "dynein, light chain, Tctex-type 1 [Source:HGNC Symbol;Acc:HGNC:11697]" 45.31 "6"
"2896" "ENSG00000146433" "TMEM181" 57583 "transmembrane protein 181 [Source:HGNC Symbol;Acc:HGNC:20958]" 47.38 "6"
"2897" "ENSG00000146463" "ZMYM4" 9202 "zinc finger, MYM-type 4 [Source:HGNC Symbol;Acc:HGNC:13055]" 38.64 "1"
"2898" "ENSG00000146535" "GNA12" 2768 "guanine nucleotide binding protein (G protein) alpha 12 [Source:HGNC Symbol;Acc:HGNC:4380]" 45.87 "7"
"2899" "ENSG00000146540" "C7orf50" 84310 "chromosome 7 open reading frame 50 [Source:HGNC Symbol;Acc:HGNC:22421]" 57.69 "7"
"2900" "ENSG00000146648" "EGFR" 1956 "epidermal growth factor receptor [Source:HGNC Symbol;Acc:HGNC:3236]" 45.08 "7"
"2901" "ENSG00000146674" "IGFBP3" 3486 "insulin-like growth factor binding protein 3 [Source:HGNC Symbol;Acc:HGNC:5472]" 49.16 "7"
"2902" "ENSG00000146676" "PURB" 5814 "purine-rich element binding protein B [Source:HGNC Symbol;Acc:HGNC:9702]" 40.58 "7"
"2903" "ENSG00000146701" "MDH2" 4191 "malate dehydrogenase 2, NAD (mitochondrial) [Source:HGNC Symbol;Acc:HGNC:6971]" 50.93 "7"
"2904" "ENSG00000146729" "GBAS" 2631 "glioblastoma amplified sequence [Source:HGNC Symbol;Acc:HGNC:4179]" 45.28 "7"
"2905" "ENSG00000146731" "CCT6A" 908 "chaperonin containing TCP1, subunit 6A (zeta 1) [Source:HGNC Symbol;Acc:HGNC:1620]" 41.33 "7"
"2906" "ENSG00000146828" "SLC12A9" 56996 "solute carrier family 12, member 9 [Source:HGNC Symbol;Acc:HGNC:17435]" 51.93 "7"
"2907" "ENSG00000146830" "GIGYF1" 64599 "GRB10 interacting GYF protein 1 [Source:HGNC Symbol;Acc:HGNC:9126]" 62.01 "7"
"2908" "ENSG00000146834" "MEPCE" 56257 "methylphosphate capping enzyme [Source:HGNC Symbol;Acc:HGNC:20247]" 58.8 "7"
"2909" "ENSG00000147010" "SH3KBP1" 30011 "SH3-domain kinase binding protein 1 [Source:HGNC Symbol;Acc:HGNC:13867]" 43.06 "X"
"2910" "ENSG00000147027" "TMEM47" 83604 "transmembrane protein 47 [Source:HGNC Symbol;Acc:HGNC:18515]" 36.99 "X"
"2911" "ENSG00000147065" "MSN" 4478 "moesin [Source:HGNC Symbol;Acc:HGNC:7373]" 44.63 "X"
"2912" "ENSG00000147130" "ZMYM3" 9203 "zinc finger, MYM-type 3 [Source:HGNC Symbol;Acc:HGNC:13054]" 53.76 "X"
"2913" "ENSG00000147133" "TAF1" 6872 "TAF1 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 250kDa [Source:HGNC Symbol;Acc:HGNC:11535]" 43.38 "X"
"2914" "ENSG00000147140" "NONO" 4841 "non-POU domain containing, octamer-binding [Source:HGNC Symbol;Acc:HGNC:7871]" 44.11 "X"
"2915" "ENSG00000147162" "OGT" 8473 "O-linked N-acetylglucosamine (GlcNAc) transferase [Source:HGNC Symbol;Acc:HGNC:8127]" 40.6 "X"
"2916" "ENSG00000147164" "SNX12" 29934 "sorting nexin 12 [Source:HGNC Symbol;Acc:HGNC:14976]" 42.55 "X"
"2917" "ENSG00000147274" "RBMX" 27316 "RNA binding motif protein, X-linked [Source:HGNC Symbol;Acc:HGNC:9910]" 43.01 "X"
"2918" "ENSG00000147394" "ZNF185" 7739 "zinc finger protein 185 (LIM domain) [Source:HGNC Symbol;Acc:HGNC:12976]" 50.51 "X"
"2919" "ENSG00000147403" "RPL10" 6134 "ribosomal protein L10 [Source:HGNC Symbol;Acc:HGNC:10298]" 54.28 "X"
"2920" "ENSG00000147416" "ATP6V1B2" 526 "ATPase, H+ transporting, lysosomal 56/58kDa, V1 subunit B2 [Source:HGNC Symbol;Acc:HGNC:854]" 39.51 "8"
"2921" "ENSG00000147459" "DOCK5" 80005 "dedicator of cytokinesis 5 [Source:HGNC Symbol;Acc:HGNC:23476]" 42.37 "8"
"2922" "ENSG00000147465" "STAR" 6770 "steroidogenic acute regulatory protein [Source:HGNC Symbol;Acc:HGNC:11359]" 51.57 "8"
"2923" "ENSG00000147475" "ERLIN2" 11160 "ER lipid raft associated 2 [Source:HGNC Symbol;Acc:HGNC:1356]" 44.02 "8"
"2924" "ENSG00000147526" "TACC1" 6867 "transforming, acidic coiled-coil containing protein 1 [Source:HGNC Symbol;Acc:HGNC:11522]" 42.76 "8"
"2925" "ENSG00000147533" "GOLGA7" 51125 "golgin A7 [Source:HGNC Symbol;Acc:HGNC:24876]" 39.89 "8"
"2926" "ENSG00000147548" "WHSC1L1" 54904 "Wolf-Hirschhorn syndrome candidate 1-like 1 [Source:HGNC Symbol;Acc:HGNC:12767]" 38.79 "8"
"2927" "ENSG00000147588" "PMP2" 5375 "peripheral myelin protein 2 [Source:HGNC Symbol;Acc:HGNC:9117]" 34.13 "8"
"2928" "ENSG00000147604" "RPL7" 6129 "ribosomal protein L7 [Source:HGNC Symbol;Acc:HGNC:10363]" 50.72 "8"
"2929" "ENSG00000147649" "MTDH" 92140 "metadherin [Source:HGNC Symbol;Acc:HGNC:29608]" 40.6 "8"
"2930" "ENSG00000147677" "EIF3H" 8667 "eukaryotic translation initiation factor 3, subunit H [Source:HGNC Symbol;Acc:HGNC:3273]" 37.79 "8"
"2931" "ENSG00000147684" "NDUFB9" 4715 "NADH dehydrogenase (ubiquinone) 1 beta subcomplex, 9, 22kDa [Source:HGNC Symbol;Acc:HGNC:7704]" 45.62 "8"
"2932" "ENSG00000147853" "AK3" 50808 "adenylate kinase 3 [Source:HGNC Symbol;Acc:HGNC:17376]" 41.47 "9"
"2933" "ENSG00000147854" "UHRF2" 115426 "ubiquitin-like with PHD and ring finger domains 2, E3 ubiquitin protein ligase [Source:HGNC Symbol;Acc:HGNC:12557]" 38.99 "9"
"2934" "ENSG00000147862" "NFIB" 4781 "nuclear factor I/B [Source:HGNC Symbol;Acc:HGNC:7785]" 38.29 "9"
"2935" "ENSG00000147872" "PLIN2" 123 "perilipin 2 [Source:HGNC Symbol;Acc:HGNC:248]" 44.99 "9"
"2936" "ENSG00000147955" "SIGMAR1" 10280 "sigma non-opioid intracellular receptor 1 [Source:HGNC Symbol;Acc:HGNC:8157]" 57.25 "9"
"2937" "ENSG00000148053" "NTRK2" 4915 "neurotrophic tyrosine kinase, receptor, type 2 [Source:HGNC Symbol;Acc:HGNC:8032]" 40.93 "9"
"2938" "ENSG00000148110" "HIATL1" 84641 "hippocampus abundant transcript-like 1 [Source:HGNC Symbol;Acc:HGNC:23376]" 40.66 "9"
"2939" "ENSG00000148120" "C9orf3" 84909 "chromosome 9 open reading frame 3 [Source:HGNC Symbol;Acc:HGNC:1361]" 42.89 "9"
"2940" "ENSG00000148154" "UGCG" 7357 "UDP-glucose ceramide glucosyltransferase [Source:HGNC Symbol;Acc:HGNC:12524]" 40.22 "9"
"2941" "ENSG00000148180" "GSN" 2934 "gelsolin [Source:HGNC Symbol;Acc:HGNC:4620]" 46.87 "9"
"2942" "ENSG00000148218" "ALAD" 210 "aminolevulinate dehydratase [Source:HGNC Symbol;Acc:HGNC:395]" 51.45 "9"
"2943" "ENSG00000148248" "SURF4" 6836 "surfeit 4 [Source:HGNC Symbol;Acc:HGNC:11476]" 52.38 "9"
"2944" "ENSG00000148303" "RPL7A" 6130 "ribosomal protein L7a [Source:HGNC Symbol;Acc:HGNC:10364]" 50.42 "9"
"2945" "ENSG00000148308" "GTF3C5" 9328 "general transcription factor IIIC, polypeptide 5, 63kDa [Source:HGNC Symbol;Acc:HGNC:4668]" 51.81 "9"
"2946" "ENSG00000148337" "CIZ1" 25792 "CDKN1A interacting zinc finger protein 1 [Source:HGNC Symbol;Acc:HGNC:16744]" 52.19 "9"
"2947" "ENSG00000148339" "SLC25A25" 114789 "solute carrier family 25 (mitochondrial carrier; phosphate carrier), member 25 [Source:HGNC Symbol;Acc:HGNC:20663]" 49.9 "9"
"2948" "ENSG00000148341" "SH3GLB2" 56904 "SH3-domain GRB2-like endophilin B2 [Source:HGNC Symbol;Acc:HGNC:10834]" 55.75 "9"
"2949" "ENSG00000148343" "FAM73B" 84895 "family with sequence similarity 73, member B [Source:HGNC Symbol;Acc:HGNC:23621]" 53.65 "9"
"2950" "ENSG00000148346" "LCN2" 3934 "lipocalin 2 [Source:HGNC Symbol;Acc:HGNC:6526]" 60.91 "9"
"2951" "ENSG00000148358" "GPR107" 57720 "G protein-coupled receptor 107 [Source:HGNC Symbol;Acc:HGNC:17830]" 46.73 "9"
"2952" "ENSG00000148396" "SEC16A" 9919 "SEC16 homolog A (S. cerevisiae) [Source:HGNC Symbol;Acc:HGNC:29006]" 52.76 "9"
"2953" "ENSG00000148400" "NOTCH1" 4851 "notch 1 [Source:HGNC Symbol;Acc:HGNC:7881]" 63.39 "9"
"2954" "ENSG00000148411" "NACC2" 138151 "NACC family member 2, BEN and BTB (POZ) domain containing [Source:HGNC Symbol;Acc:HGNC:23846]" 55 "9"
"2955" "ENSG00000148484" "RSU1" 6251 "Ras suppressor protein 1 [Source:HGNC Symbol;Acc:HGNC:10464]" 41.15 "10"
"2956" "ENSG00000148498" "PARD3" 56288 "par-3 family cell polarity regulator [Source:HGNC Symbol;Acc:HGNC:16051]" 40.01 "10"
"2957" "ENSG00000148516" "ZEB1" 6935 "zinc finger E-box binding homeobox 1 [Source:HGNC Symbol;Acc:HGNC:11642]" 36.04 "10"
"2958" "ENSG00000148600" "CDHR1" 92211 "cadherin-related family member 1 [Source:HGNC Symbol;Acc:HGNC:14550]" 51.23 "10"
"2959" "ENSG00000148634" "HERC4" 26091 "HECT and RLD domain containing E3 ubiquitin protein ligase 4 [Source:HGNC Symbol;Acc:HGNC:24521]" 38 "10"
"2960" "ENSG00000148660" "CAMK2G" 818 "calcium/calmodulin-dependent protein kinase II gamma [Source:HGNC Symbol;Acc:HGNC:1463]" 51.65 "10"
"2961" "ENSG00000148671" "ADIRF" 10974 "adipogenesis regulatory factor [Source:HGNC Symbol;Acc:HGNC:24043]" 49.87 "10"
"2962" "ENSG00000148672" "GLUD1" 2746 "glutamate dehydrogenase 1 [Source:HGNC Symbol;Acc:HGNC:4335]" 42.11 "10"
"2963" "ENSG00000148677" "ANKRD1" 27063 "ankyrin repeat domain 1 (cardiac muscle) [Source:HGNC Symbol;Acc:HGNC:15819]" 39.89 "10"
"2964" "ENSG00000148700" "ADD3" 120 "adducin 3 (gamma) [Source:HGNC Symbol;Acc:HGNC:245]" 38.65 "10"
"2965" "ENSG00000148719" "DNAJB12" 54788 "DnaJ (Hsp40) homolog, subfamily B, member 12 [Source:HGNC Symbol;Acc:HGNC:14891]" 53.03 "10"
"2966" "ENSG00000148730" "EIF4EBP2" 1979 "eukaryotic translation initiation factor 4E binding protein 2 [Source:HGNC Symbol;Acc:HGNC:3289]" 43.66 "10"
"2967" "ENSG00000148795" "CYP17A1" 1586 "cytochrome P450, family 17, subfamily A, polypeptide 1 [Source:HGNC Symbol;Acc:HGNC:2593]" 52.48 "10"
"2968" "ENSG00000148834" "GSTO1" 9446 "glutathione S-transferase omega 1 [Source:HGNC Symbol;Acc:HGNC:13312]" 41.43 "10"
"2969" "ENSG00000148840" "PPRC1" 23082 "peroxisome proliferator-activated receptor gamma, coactivator-related 1 [Source:HGNC Symbol;Acc:HGNC:30025]" 51.99 "10"
"2970" "ENSG00000148841" "ITPRIP" 85450 "inositol 1,4,5-trisphosphate receptor interacting protein [Source:HGNC Symbol;Acc:HGNC:29370]" 52.49 "10"
"2971" "ENSG00000148843" "PDCD11" 22984 "programmed cell death 11 [Source:HGNC Symbol;Acc:HGNC:13408]" 46.81 "10"
"2972" "ENSG00000148926" "ADM" 133 "adrenomedullin [Source:HGNC Symbol;Acc:HGNC:259]" 60.01 "11"
"2973" "ENSG00000149084" "HSD17B12" 51144 "hydroxysteroid (17-beta) dehydrogenase 12 [Source:HGNC Symbol;Acc:HGNC:18646]" 39.09 "11"
"2974" "ENSG00000149091" "DGKZ" 8525 "diacylglycerol kinase, zeta [Source:HGNC Symbol;Acc:HGNC:2857]" 56.98 "11"
"2975" "ENSG00000149100" "EIF3M" 10480 "eukaryotic translation initiation factor 3, subunit M [Source:HGNC Symbol;Acc:HGNC:24460]" 37.78 "11"
"2976" "ENSG00000149115" "TNKS1BP1" 85456 "tankyrase 1 binding protein 1, 182kDa [Source:HGNC Symbol;Acc:HGNC:19081]" 55.55 "11"
"2977" "ENSG00000149131" "SERPING1" 710 "serpin peptidase inhibitor, clade G (C1 inhibitor), member 1 [Source:HGNC Symbol;Acc:HGNC:1228]" 47.51 "11"
"2978" "ENSG00000149136" "SSRP1" 6749 "structure specific recognition protein 1 [Source:HGNC Symbol;Acc:HGNC:11327]" 50.54 "11"
"2979" "ENSG00000149182" "ARFGAP2" 84364 "ADP-ribosylation factor GTPase activating protein 2 [Source:HGNC Symbol;Acc:HGNC:13504]" 53.19 "11"
"2980" "ENSG00000149187" "CELF1" 10658 "CUGBP, Elav-like family member 1 [Source:HGNC Symbol;Acc:HGNC:2549]" 43.94 "11"
"2981" "ENSG00000149212" "SESN3" 143686 "sestrin 3 [Source:HGNC Symbol;Acc:HGNC:23060]" 35.27 "11"
"2982" "ENSG00000149218" "ENDOD1" 23052 "endonuclease domain containing 1 [Source:HGNC Symbol;Acc:HGNC:29129]" 42.69 "11"
"2983" "ENSG00000149257" "SERPINH1" 871 "serpin peptidase inhibitor, clade H (heat shock protein 47), member 1, (collagen binding protein 1) [Source:HGNC Symbol;Acc:HGNC:1546]" 55.42 "11"
"2984" "ENSG00000149269" "PAK1" 5058 "p21 protein (Cdc42/Rac)-activated kinase 1 [Source:HGNC Symbol;Acc:HGNC:8590]" 39.88 "11"
"2985" "ENSG00000149273" "RPS3" 6188 "ribosomal protein S3 [Source:HGNC Symbol;Acc:HGNC:10420]" 48.52 "11"
